recnumb,subj,day,scc,tri,Posevent,NegEvent,pa,na,posC,negC,paC,naC,anx,anxC
395,33,4,6.5,6,1.071428537,0.083333336,5.199999809,1.299999952,0.489795889,-0.249999998,1.249999864,-0.471428633,32,-11.37807613
396,33,5,7,6.333333492,0.357142866,0.416666657,4.199999809,1.600000024,-0.224489783,0.083333323,0.249999864,-0.171428561,32,-11.37807613
397,33,6,7,4.666666508,0.428571433,0.75,3.299999952,2,-0.153061215,0.416666666,-0.649999993,0.228571415,32,-11.37807613
398,33,7,7,6,0.785714269,0,4.699999809,1.600000024,0.20408162,-0.333333334,0.749999864,-0.171428561,32,-11.37807613
399,33,8,7,5,0.5,0.666666687,2.5,2.5,-0.081632648,0.333333352,-1.449999946,0.728571415,32,-11.37807613
400,33,9,7,6,0,0.333333343,4.5,1.200000048,-0.581632648,9.05E-09,0.550000054,-0.571428537,32,-11.37807613
401,33,10,7,6,0.785714269,0,5.699999809,1,0.20408162,-0.333333334,1.749999864,-0.771428585,32,-11.37807613
402,33,11,7,5,0.214285716,0,2,2,-0.367346932,-0.333333334,-1.949999946,0.228571415,32,-11.37807613
403,33,12,7,6.333333492,1.071428537,0.25,4.400000095,2.400000095,0.489795889,-0.083333334,0.45000015,0.62857151,32,-11.37807613
404,33,13,7,6,0.857142866,0,2.900000095,2.400000095,0.275510217,-0.333333334,-1.04999985,0.62857151,32,-11.37807613
405,33,14,7,6,0.642857134,0.25,5.099999905,1.799999952,0.061224486,-0.083333334,1.149999959,0.028571367,32,-11.37807613
406,34,1,7,6,1.285714269,0,2.900000095,1,-0.482142866,-0.24479167,-1.91249992,-0.112499997,25,-18.37807613
407,34,2,7,6.666666508,2.214285612,0.166666672,5.5,1.100000024,0.446428478,-0.078124998,0.687499985,-0.012499973,25,-18.37807613
408,34,3,7,6,1.285714269,0,5.5,1,-0.482142866,-0.24479167,0.687499985,-0.112499997,25,-18.37807613
409,34,4,7,6.666666508,2.071428537,0.083333336,5.900000095,1,0.303571403,-0.161458334,1.08750008,-0.112499997,25,-18.37807613
410,34,5,7,5.666666508,1.428571463,0.083333336,4.5,1.100000024,-0.339285672,-0.161458334,-0.312500015,-0.012499973,25,-18.37807613
411,34,6,7,7,2,0.166666672,6.199999809,1,0.232142866,-0.078124998,1.387499794,-0.112499997,25,-18.37807613
412,34,7,7,6.666666508,1.785714269,0.166666672,5.300000191,1,0.017857134,-0.078124998,0.487500176,-0.112499997,25,-18.37807613
413,34,8,7,6.333333492,1.714285731,0.5,4.199999809,1.899999976,-0.053571403,0.25520833,-0.612500206,0.787499979,25,-18.37807613
414,34,9,7,5,1.285714269,0.416666657,3.400000095,1.299999952,-0.482142866,0.171874987,-1.41249992,0.187499955,25,-18.37807613
415,34,10,7,6,2.142857075,0.25,5,1,0.37499994,0.00520833,0.187499985,-0.112499997,25,-18.37807613
416,34,11,7,7,2.428571463,0.5,5.300000191,1,0.660714328,0.25520833,0.487500176,-0.112499997,25,-18.37807613
417,34,12,7,5.666666508,2,0.25,4.900000095,1,0.232142866,0.00520833,0.08750008,-0.112499997,25,-18.37807613
418,34,13,7,6,1.428571463,0.333333343,4.099999905,1,-0.339285672,0.088541673,-0.71250011,-0.112499997,25,-18.37807613
419,34,14,7,6,1.5,0.333333343,4.800000191,1,-0.267857134,0.088541673,-0.012499824,-0.112499997,25,-18.37807613
420,34,15,7,6.333333492,1.928571463,0.333333343,5.699999809,1.299999952,0.160714328,0.088541673,0.887499794,0.187499955,25,-18.37807613
421,34,16,7,6,1.785714269,0.333333343,3.799999952,1.100000024,0.017857134,0.088541673,-1.012500063,-0.012499973,25,-18.37807613
422,35,1,2.75,5.666666508,1.214285731,1.166666627,2.900000095,2.799999952,0.669642869,0.218749961,0.271527879,-0.468750037,55,11.62192387
423,35,2,3.5,3.333333254,1,1.166666627,3.5,3.5,0.455357138,0.218749961,0.871527784,0.23125001,55,11.62192387
424,35,3,3.75,6.333333492,1.428571463,0.416666657,4.099999905,2.5,0.883928601,-0.531250009,1.471527688,-0.76874999,55,11.62192387
425,35,4,4.25,4.666666508,0.5,0.416666657,3.55555582,1.899999976,-0.044642862,-0.531250009,0.927083604,-1.368750013,55,11.62192387
426,35,5,1,5.666666508,0.214285716,0.416666657,4.400000095,2.099999905,-0.330357146,-0.531250009,1.771527879,-1.168750085,55,11.62192387
427,35,6,1,3.666666746,0.285714298,0.333333343,2,2.5,-0.258928563,-0.614583323,-0.628472216,-0.76874999,55,11.62192387
428,35,7,3,5.666666508,1.214285731,0.333333343,4.199999809,1.299999952,0.669642869,-0.614583323,1.571527593,-1.968750037,55,11.62192387
429,35,8,4,2.333333254,0.214285716,0.333333343,2.099999905,4.800000191,-0.330357146,-0.614583323,-0.528472312,1.531250201,55,11.62192387
430,35,9,4.75,3.333333254,0.214285716,1.166666627,1.299999952,3,-0.330357146,0.218749961,-1.328472264,-0.26874999,55,11.62192387
431,35,10,3.5,3,0.357142866,1.333333373,1.700000048,4.599999905,-0.187499996,0.385416707,-0.928472169,1.331249915,55,11.62192387
432,35,11,3.75,5,0.428571433,1.083333373,1.799999952,2.200000048,-0.116071429,0.135416707,-0.828472264,-1.068749942,55,11.62192387
433,35,12,3.5,5,0.642857134,1.333333373,1.100000024,4,0.098214272,0.385416707,-1.528472193,0.73125001,55,11.62192387
434,35,13,4,5.666666508,0.785714269,0.416666657,3.599999905,2.099999905,0.241071407,-0.531250009,0.971527688,-1.168750085,55,11.62192387
435,35,14,3,4,0.214285716,1.25,2,4.599999905,-0.330357146,0.302083334,-0.628472216,1.331249915,55,11.62192387
436,35,15,4,1,0,2,1.200000048,5.400000095,-0.544642862,1.052083334,-1.428472169,2.131250106,55,11.62192387
437,35,16,4,2,0,2,2.599999905,5,-0.544642862,1.052083334,-0.028472312,1.73125001,55,11.62192387
438,36,1,4.5,4.666666508,1.071428537,0.583333313,3.900000095,3,0.785714252,0.279761882,0.700000082,-0.614285673,46,2.621923873
439,36,2,4.5,2.666666746,0.142857149,0.666666687,3.400000095,3.599999905,-0.142857136,0.363095255,0.200000082,-0.014285769,46,2.621923873
440,36,3,6,3.666666746,0.5,0.333333343,3.400000095,3.400000095,0.214285714,0.029761912,0.200000082,-0.214285578,46,2.621923873
441,36,4,5.75,5.333333492,0.142857149,0.333333343,4.699999809,4.400000095,-0.142857136,0.029761912,1.499999796,0.785714422,46,2.621923873
442,36,5,5.25,5.333333492,0.785714269,0.166666672,4.400000095,3.099999905,0.499999983,-0.13690476,1.200000082,-0.514285769,46,2.621923873
443,36,6,6,4,0.428571433,0.25,4,3.599999905,0.142857147,-0.053571431,0.799999986,-0.014285769,46,2.621923873
444,36,7,6.5,4.666666508,0.142857149,0,3.200000048,3.5,-0.142857136,-0.303571431,3.41E-08,-0.114285673,46,2.621923873
445,36,8,6.25,3.666666746,0.214285716,0.166666672,3.299999952,2.799999952,-0.071428569,-0.13690476,0.099999939,-0.814285721,46,2.621923873
446,36,9,6.5,3.333333254,0,0.333333343,2.400000095,3.099999905,-0.285714286,0.029761912,-0.799999918,-0.514285769,46,2.621923873
447,36,10,6,2.333333254,0.142857149,0.333333343,2.400000095,3.799999952,-0.142857136,0.029761912,-0.799999918,0.185714279,46,2.621923873
448,36,11,6,2.666666746,0.142857149,0.416666657,2.599999905,4.199999809,-0.142857136,0.113095226,-0.600000109,0.585714136,46,2.621923873
449,36,12,6,3.333333254,0.142857149,0.083333336,2.700000048,3.900000095,-0.142857136,-0.220238095,-0.499999966,0.285714422,46,2.621923873
450,36,13,7,3,0,0.416666657,2.099999905,4.199999809,-0.285714286,0.113095226,-1.100000109,0.585714136,46,2.621923873
451,36,14,6.25,3.666666746,0.142857149,0.166666672,2.299999952,4,-0.142857136,-0.13690476,-0.900000061,0.385714327,46,2.621923873
452,37,1,3.5,5,0.571428597,0.333333343,2.599999905,3,0.292857167,0.250000009,0.059999919,0.539999986,46,2.621923873
453,37,2,3.75,6,0.357142866,0.25,3.400000095,2.599999905,0.078571436,0.166666666,0.86000011,0.13999989,46,2.621923873
454,37,3,5,5.666666508,0.142857149,0,2,2,-0.135714281,-0.083333334,-0.539999986,-0.460000014,46,2.621923873
455,37,4,4,5,0,0.25,3.099999905,3.400000095,-0.27857143,0.166666666,0.559999919,0.940000081,46,2.621923873
456,37,5,4.25,5,0.214285716,0,3,3,-0.064285713,-0.083333334,0.460000014,0.539999986,46,2.621923873
457,37,6,3,4.666666508,0,0,2,2,-0.27857143,-0.083333334,-0.539999986,-0.460000014,46,2.621923873
458,37,7,3,5,0,0,2,2,-0.27857143,-0.083333334,-0.539999986,-0.460000014,46,2.621923873
459,37,8,4.5,6,0,0,2,2,-0.27857143,-0.083333334,-0.539999986,-0.460000014,46,2.621923873
460,37,9,3,6,1.071428537,0,3.299999952,2.200000048,0.792857108,-0.083333334,0.759999967,-0.259999967,46,2.621923873
461,37,10,5,6,0.428571433,0,2,2.400000095,0.150000003,-0.083333334,-0.539999986,-0.059999919,46,2.621923873
462,38,1,5,5,1.285714269,0.416666657,3.299999952,2.599999905,0.439285685,-0.450000013,0.579999948,-0.010000098,64,20.62192387
463,38,2,5.75,3.666666746,1,0.916666687,3.099999905,2.700000048,0.153571416,0.050000016,0.3799999,0.090000045,64,20.62192387
464,38,3,6.25,5.333333492,0.142857149,1.083333373,2,2.299999952,-0.703571434,0.216666703,-0.720000005,-0.31000005,64,20.62192387
465,38,4,5.25,3.666666746,0.428571433,1.25,2.099999905,3.200000048,-0.417857151,0.38333333,-0.6200001,0.590000045,64,20.62192387
466,38,5,6,4.333333492,1.285714269,0.5,3,1.399999976,0.439285685,-0.36666667,0.279999995,-1.210000026,64,20.62192387
467,38,6,5.25,1,0.571428597,1.416666627,2.200000048,3.5,-0.274999987,0.549999957,-0.519999957,0.889999998,64,20.62192387
468,38,7,6.75,4.333333492,1.130952477,0.166666672,4.800000191,1,0.284523894,-0.699999999,2.080000186,-1.610000002,64,20.62192387
469,38,8,4.25,5,1.714285731,1.25,2.799999952,3,0.867857148,0.38333333,0.079999948,0.389999998,64,20.62192387
470,38,9,6,3,0.90476191,0.666666687,2.200000048,4.300000191,0.058333327,-0.199999984,-0.519999957,1.690000188,64,20.62192387
471,38,10,7,2.333333254,0,1,1.700000048,2.099999905,-0.846428584,0.13333333,-1.019999957,-0.510000098,64,20.62192387
472,39,1,4.5,4.666666508,1.142857194,1,2,2.900000095,0.497835535,0.424242414,-0.700000024,0.180000091,49,5.621923873
473,39,2,2.5,2,0.571428597,1.333333373,2.5,4.5,-0.073593062,0.757575787,-0.200000024,1.779999995,49,5.621923873
474,39,3,4.666666508,5.333333492,1,0.666666687,4.400000095,2.5,0.354978341,0.0909091,1.700000072,-0.220000005,49,5.621923873
475,39,4,5,4.666666508,1.214285731,0.666666687,3.799999952,2.099999905,0.569264072,0.0909091,1.099999928,-0.6200001,49,5.621923873
476,39,5,5,3.666666746,0.5,0.916666687,2.400000095,3.299999952,-0.145021659,0.3409091,-0.299999928,0.579999948,49,5.621923873
477,39,6,6,4,0.666666687,0.333333343,2.200000048,2,0.021645027,-0.242424243,-0.499999976,-0.720000005,49,5.621923873
478,39,7,6,4,0.428571433,0.583333313,2.400000095,2.700000048,-0.216450227,0.007575727,-0.299999928,-0.019999957,49,5.621923873
479,39,8,6,4,0.428571433,0.166666672,2.200000048,2.200000048,-0.216450227,-0.409090915,-0.499999976,-0.519999957,49,5.621923873
480,39,9,6,5,0.714285731,0.333333343,3.099999905,2,0.069264072,-0.242424243,0.399999881,-0.720000005,49,5.621923873
481,39,10,6,4,0.142857149,0,2,3,-0.50216451,-0.575757586,-0.700000024,0.279999995,49,5.621923873
482,40,1,3.25,3.333333254,0.142857149,0.916666687,3,3.400000095,-0.28095238,0.78333335,0.220000013,1.580000091,44.44444656,1.066370436
483,40,2,6.5,6,1,0,5.199999809,1.799999952,0.576190471,-0.133333336,2.419999822,-0.020000052,44.44444656,1.066370436
484,40,3,3.75,3.333333254,0.142857149,0.25,2.299999952,2.5,-0.28095238,0.116666664,-0.480000035,0.679999995,44.44444656,1.066370436
485,40,4,5.75,4.666666508,0.357142866,0,2.400000095,2.200000048,-0.066666664,-0.133333336,-0.379999892,0.380000043,44.44444656,1.066370436
486,40,5,6,4.666666508,0.285714298,0,3.400000095,1.299999952,-0.138095231,-0.133333336,0.620000108,-0.520000052,44.44444656,1.066370436
487,40,6,4.5,4.666666508,0.357142866,0.333333343,3,1.600000024,-0.066666664,0.200000007,0.220000013,-0.219999981,44.44444656,1.066370436
488,40,7,4,4.333333492,1.571428537,0.333333343,4,4,1.147619008,0.200000007,1.220000013,2.179999995,44.44444656,1.066370436
489,40,8,6.75,4.333333492,0.357142866,0,1.299999952,1.5,-0.066666664,-0.133333336,-1.480000035,-0.320000005,44.44444656,1.066370436
490,40,9,7,5.333333492,0.571428597,0,3.200000048,1,0.147619068,-0.133333336,0.42000006,-0.820000005,44.44444656,1.066370436
491,40,10,7,6,0.857142866,0.166666672,5,1,0.433333336,0.033333335,2.220000013,-0.820000005,44.44444656,1.066370436
492,40,11,7,5,0.285714298,0,1.799999952,1,-0.138095231,-0.133333336,-0.980000035,-0.820000005,44.44444656,1.066370436
493,40,12,7,5,0.142857149,0,1.799999952,2,-0.28095238,-0.133333336,-0.980000035,0.179999995,44.44444656,1.066370436
494,40,13,4,4,0.285714298,0,1.899999976,1.700000048,-0.138095231,-0.133333336,-0.880000011,-0.119999957,44.44444656,1.066370436
495,40,14,7,4.666666508,0,0,1.600000024,1.299999952,-0.423809529,-0.133333336,-1.179999963,-0.520000052,44.44444656,1.066370436
496,40,15,7,4,0,0,1.799999952,1,-0.423809529,-0.133333336,-0.980000035,-0.820000005,44.44444656,1.066370436
497,41,1,1,4.333333492,0.928571403,1.5,2,1.799999952,-0.396103929,0.810606064,-0.536363645,-0.409090952,65,21.62192387
498,41,2,1,4,1.214285731,1.5,1.600000024,1.799999952,-0.110389601,0.810606064,-0.936363621,-0.409090952,65,21.62192387
499,41,3,5,4.666666508,1.5,1.166666627,2.200000048,2.900000095,0.175324668,0.477272691,-0.336363597,0.690909191,65,21.62192387
500,41,4,6,4.666666508,1.428571463,0.416666657,3.400000095,1,0.10389613,-0.27272728,0.86363645,-1.209090905,65,21.62192387
501,41,5,5.75,6.666666508,1.571428537,0.666666687,3.099999905,1,0.246753205,-0.02272725,0.56363626,-1.209090905,65,21.62192387
502,41,6,2.25,5,1.428571463,1.166666627,2.799999952,3,0.10389613,0.477272691,0.263636307,0.790909095,65,21.62192387
503,41,7,4.5,5,1.714285731,0.333333343,4.300000191,2.599999905,0.389610399,-0.356060593,1.763636546,0.390909,65,21.62192387
504,41,8,3,5,1.714285731,0,3.5,2.299999952,0.389610399,-0.689393936,0.963636355,0.090909048,65,21.62192387
505,41,9,3,4,1.071428537,0.666666687,2.099999905,2.299999952,-0.253246795,-0.02272725,-0.43636374,0.090909048,65,21.62192387
506,41,10,4,5,0.857142866,0,1,2.200000048,-0.467532467,-0.689393936,-1.536363645,-0.009090857,65,21.62192387
507,41,11,3.75,4,1.142857194,0.166666672,1.899999976,3.400000095,-0.181818138,-0.522727265,-0.636363669,1.190909191,65,21.62192387
508,42,1,3.5,5,0.971428573,0.583333313,3.799999952,2.111111164,-0.010805864,0.076923064,0.087179441,-0.335897381,48,4.621923873
509,42,2,3.75,4.666666508,0.571428597,0.5,2.599999905,2,-0.41080584,-0.00641025,-1.112820607,-0.447008546,48,4.621923873
510,42,3,3.25,5.333333492,1.142857194,0.416666657,3.700000048,2.099999905,0.160622757,-0.089743593,-0.012820464,-0.347008641,48,4.621923873
511,42,4,3,5,1.083333254,0.833333313,3.799999952,3.5,0.101098817,0.326923064,0.087179441,1.052991454,48,4.621923873
512,42,5,3,5.666666508,1.785714269,0.416666657,3.666666746,2.099999905,0.803479832,-0.089743593,-0.046153765,-0.347008641,48,4.621923873
513,42,6,3.75,5,1.428571463,1,4.300000191,2.400000095,0.446337026,0.49358975,0.587179679,-0.04700845,48,4.621923873
514,42,7,3.75,5,0.571428597,0.25,3.5,1.899999976,-0.41080584,-0.25641025,-0.212820512,-0.547008569,48,4.621923873
515,42,8,4,5,1.142857194,0.333333343,4.5,2.700000048,0.160622757,-0.173076906,0.787179488,0.252991502,48,4.621923873
516,42,9,3,5,0.857142866,0.5,3.799999952,2.799999952,-0.125091571,-0.00641025,0.087179441,0.352991407,48,4.621923873
517,42,10,3,4.333333492,0.428571433,0.833333313,3.900000095,2.700000048,-0.553663004,0.326923064,0.187179584,0.252991502,48,4.621923873
518,42,11,3,5,0.285714298,0.25,3.5,2.200000048,-0.696520138,-0.25641025,-0.212820512,-0.247008498,48,4.621923873
519,42,12,3,3.666666746,0.357142866,0.583333313,3.099999905,3.200000048,-0.625091571,0.076923064,-0.612820607,0.752991502,48,4.621923873
520,42,13,3,5.333333492,2.142857075,0.083333336,4.099999905,2.099999905,1.160622638,-0.423076914,0.387179393,-0.347008641,48,4.621923873
521,43,1,2.5,3,0.642857134,1.083333373,2.700000048,4.5,-0.316326538,0.39880956,-0.714285663,-0.128571476,58,14.62192387
522,43,2,2,2.333333254,0.642857134,1.333333373,3.5,4.900000095,-0.316326538,0.64880956,0.085714289,0.271428619,58,14.62192387
523,43,3,3.25,4.333333492,0.928571403,0.166666672,4,4.5,-0.03061227,-0.517857141,0.585714289,-0.128571476,58,14.62192387
524,43,4,3.25,5.666666508,1.285714269,1.75,4.099999905,5,0.326530596,1.065476187,0.685714194,0.371428524,58,14.62192387
525,43,5,3,5.666666508,1.642857194,1.5,4,4.900000095,0.683673521,0.815476187,0.585714289,0.271428619,58,14.62192387
526,43,6,3.5,4.333333492,1,0.25,3.900000095,4.400000095,0.040816327,-0.434523813,0.485714384,-0.228571381,58,14.62192387
527,43,7,3.75,4,0.785714269,0.75,3.900000095,4.800000191,-0.173469404,0.065476187,0.485714384,0.171428714,58,14.62192387
528,43,8,3.25,4.333333492,0.785714269,0.833333313,3.200000048,4.800000191,-0.173469404,0.148809501,-0.214285663,0.171428714,58,14.62192387
529,43,9,3.5,2.666666746,0.642857134,0.583333313,3.5,5.099999905,-0.316326538,-0.101190499,0.085714289,0.471428428,58,14.62192387
530,43,10,4,2,0.214285716,0.75,2.5,5.800000191,-0.744897956,0.065476187,-0.914285711,1.171428714,58,14.62192387
531,43,11,3.5,3,0.428571433,0.5,2.599999905,4.900000095,-0.53061224,-0.184523813,-0.814285806,0.271428619,58,14.62192387
532,43,12,3.5,3.333333254,1.285714269,0,2.799999952,4.099999905,0.326530596,-0.684523813,-0.614285759,-0.528571572,58,14.62192387
533,43,13,4,5.333333492,2,0,3.799999952,2.900000095,1.040816327,-0.684523813,0.385714241,-1.728571381,58,14.62192387
534,43,14,4.25,4.333333492,1.142857194,0.083333336,3.299999952,4.199999809,0.183673521,-0.601190477,-0.114285759,-0.428571667,58,14.62192387
535,44,1,5,6,2.214285612,0.916666687,5.099999905,1.5,0.62142849,0.400000022,0.319999981,-0.4,34,-9.378076127
536,44,2,7,6,1.785714269,0.25,4.5,1.5,0.192857146,-0.266666664,-0.279999924,-0.4,34,-9.378076127
537,44,3,7,5.333333492,2,0.166666672,5.099999905,2.200000048,0.407142878,-0.349999993,0.319999981,0.300000048,34,-9.378076127
538,44,4,6,5.666666508,1.071428537,0.583333313,4.099999905,2.799999952,-0.521428585,0.066666649,-0.680000019,0.899999952,34,-9.378076127
539,44,5,7,6,1.714285731,0,4.900000095,2,0.121428609,-0.516666664,0.120000172,0.1,34,-9.378076127
540,44,6,5,5,0.714285731,0.583333313,4.599999905,2.5,-0.878571391,0.066666649,-0.180000019,0.6,34,-9.378076127
541,44,7,6,6,1.5,0.75,5.099999905,1.5,-0.092857122,0.233333336,0.319999981,-0.4,34,-9.378076127
542,44,8,6,6,1.357142806,1,4.599999905,1.899999976,-0.235714316,0.483333336,-0.180000019,-2.38E-08,34,-9.378076127
543,44,9,7,6.666666508,1.785714269,0.416666657,5.099999905,1.399999976,0.192857146,-0.100000007,0.319999981,-0.500000024,34,-9.378076127
544,44,10,6.75,6,1.785714269,0.5,4.699999809,1.700000048,0.192857146,-0.016666664,-0.080000114,-0.199999952,34,-9.378076127
545,45,1,4.75,6,1.142857194,0,4.099999905,1.200000048,0.01904767,-0.605555555,0.73999993,-0.726666633,37,-6.378076127
546,45,2,5.25,6,0.714285731,1.5,3.099999905,2.5,-0.409523793,0.894444445,-0.26000007,0.573333319,37,-6.378076127
547,45,3,5,5,0.714285731,0.25,2.299999952,2.5,-0.409523793,-0.355555555,-1.060000022,0.573333319,37,-6.378076127
548,45,4,5,6.666666508,1,0.666666687,4.199999809,1.299999952,-0.123809524,0.061111131,0.839999835,-0.626666729,37,-6.378076127
549,45,5,5,6,1.142857194,0.5,3,2,0.01904767,-0.105555555,-0.359999975,0.073333319,37,-6.378076127
550,45,6,5,6.666666508,1.857142806,1.166666627,3.799999952,2.400000095,0.733333282,0.561111072,0.439999978,0.473333414,37,-6.378076127
551,45,7,5,6,1,0.416666657,2.099999905,2.200000048,-0.123809524,-0.188888898,-1.26000007,0.273333367,37,-6.378076127
552,45,8,5,6,0.785714269,0.75,2.200000048,2.299999952,-0.338095256,0.144444445,-1.159999927,0.373333271,37,-6.378076127
553,45,9,6,6.666666508,1.642857194,0.416666657,3.799999952,1.100000024,0.51904767,-0.188888898,0.439999978,-0.826666657,37,-6.378076127
554,45,10,6,6.333333492,1.285714269,0.5,3.099999905,1.600000024,0.161904744,-0.105555555,-0.26000007,-0.326666657,37,-6.378076127
555,45,11,5,6,1.571428537,0.5,3,2,0.447619013,-0.105555555,-0.359999975,0.073333319,37,-6.378076127
556,45,12,6,6.666666508,0.571428597,0.5,3.700000048,1.899999976,-0.552380927,-0.105555555,0.340000073,-0.026666705,37,-6.378076127
557,45,13,6,6.666666508,1.571428537,0.416666657,4.5,1.600000024,0.447619013,-0.188888898,1.140000025,-0.326666657,37,-6.378076127
558,45,14,6,7,1.071428537,0.166666672,4.300000191,1.399999976,-0.052380987,-0.438888884,0.940000216,-0.526666705,37,-6.378076127
559,45,15,4.25,6.333333492,0.785714269,1.333333373,3.200000048,2.900000095,-0.338095256,0.727777818,-0.159999927,0.973333414,37,-6.378076127
560,47,1,7,7,1.285714269,0.25,7,1.299999952,0.138392836,0.203125,1.268749982,0.231249951,33,-10.37807613
561,47,2,7,7,1.357142806,0,6.699999809,1,0.209821373,-0.046875,0.968749791,-0.068750001,33,-10.37807613
562,47,3,7,6.666666508,1.357142806,0,5.800000191,1,0.209821373,-0.046875,0.068750173,-0.068750001,33,-10.37807613
563,47,4,7,6,0.714285731,0.25,4.900000095,1,-0.433035702,0.203125,-0.831249923,-0.068750001,33,-10.37807613
564,47,5,7,6.666666508,0.857142866,0,5.800000191,1,-0.290178567,-0.046875,0.068750173,-0.068750001,33,-10.37807613
565,47,6,7,6.666666508,1.071428537,0,5.800000191,1.100000024,-0.075892895,-0.046875,0.068750173,0.031250022,33,-10.37807613
566,47,7,7,6.333333492,1.285714269,0.25,5.699999809,1,0.138392836,0.203125,-0.031250209,-0.068750001,33,-10.37807613
567,47,8,7,7,0.857142866,0,5.400000095,1.399999976,-0.290178567,-0.046875,-0.331249923,0.331249975,33,-10.37807613
568,47,9,7,7,1.142857194,0,5.800000191,1,-0.004464239,-0.046875,0.068750173,-0.068750001,33,-10.37807613
569,47,10,7,7,0.857142866,0,5.400000095,1.200000048,-0.290178567,-0.046875,-0.331249923,0.131250046,33,-10.37807613
570,47,11,7,7,0.857142866,0,5.699999809,1,-0.290178567,-0.046875,-0.031250209,-0.068750001,33,-10.37807613
571,47,12,7,7,1.142857194,0,5.199999809,1,-0.004464239,-0.046875,-0.531250209,-0.068750001,33,-10.37807613
572,47,13,7,7,1.142857194,0,5.300000191,1,-0.004464239,-0.046875,-0.431249827,-0.068750001,33,-10.37807613
573,47,14,7,7,1.428571463,0,5.599999905,1,0.28125003,-0.046875,-0.131250113,-0.068750001,33,-10.37807613
574,47,15,7,7,1.571428537,0,6,1,0.424107105,-0.046875,0.268749982,-0.068750001,33,-10.37807613
575,47,16,7,6.666666508,1.428571463,0,5.599999905,1.100000024,0.28125003,-0.046875,-0.131250113,0.031250022,33,-10.37807613
576,48,1,6.25,6,1.869047523,0.416666657,5.300000191,1.600000024,0.179653607,0.060606047,0.445454706,-0.036363623,24,-19.37807613
577,48,2,7,5.666666508,1.357142806,1.083333373,3.5,2.200000048,-0.33225111,0.727272763,-1.354545485,0.5636364,24,-19.37807613
578,48,3,7,6,2.071428537,0.25,5.400000095,1.799999952,0.382034621,-0.10606061,0.54545461,0.163636305,24,-19.37807613
579,48,4,7,6,0.928571403,0.416666657,3.700000048,1.600000024,-0.760822513,0.060606047,-1.154545437,-0.036363623,24,-19.37807613
580,48,5,7,7,2.428571463,0.25,6,1.399999976,0.739177547,-0.10606061,1.145454515,-0.236363671,24,-19.37807613
581,48,6,7,5.666666508,1.285714269,0.333333343,4.400000095,1.5,-0.403679647,-0.022727267,-0.45454539,-0.136363647,24,-19.37807613
582,48,7,7,6.333333492,1.714285731,0,5.199999809,1.100000024,0.024891815,-0.35606061,0.345454324,-0.536363623,24,-19.37807613
583,48,8,7,6,1.357142806,0.75,4.400000095,1.600000024,-0.33225111,0.39393939,-0.45454539,-0.036363623,24,-19.37807613
584,48,9,7,6.333333492,1.428571463,0,5.5,2.200000048,-0.260822453,-0.35606061,0.645454515,0.5636364,24,-19.37807613
585,48,10,7,6,2,0.333333343,4.5,1.799999952,0.310606084,-0.022727267,-0.354545485,0.163636305,24,-19.37807613
586,48,11,7,7,2.142857075,0.083333336,5.5,1.200000048,0.453463159,-0.272727274,0.645454515,-0.4363636,24,-19.37807613
587,49,1,4.25,5.666666508,0.571428597,0.666666687,4,2.400000095,-0.081632631,-0.404761893,0.685714279,-0.142857075,48,4.621923873
588,49,2,4,4.5,0.428571433,1.583333373,2.799999952,2.700000048,-0.224489795,0.511904793,-0.514285769,0.157142878,48,4.621923873
589,49,3,4.25,5.666666508,0.928571403,0.75,3.700000048,2.299999952,0.275510175,-0.32142858,0.385714327,-0.242857218,48,4.621923873
590,49,4,4.5,4.333333492,0.857142866,1,2.900000095,2.400000095,0.204081638,-0.07142858,-0.414285626,-0.142857075,48,4.621923873
591,49,5,3,4.666666508,1,1.083333373,3.099999905,2.5,0.346938772,0.011904793,-0.214285816,-0.04285717,48,4.621923873
592,49,6,4.25,4.333333492,0.428571433,1.25,3.700000048,2.799999952,-0.224489795,0.17857142,0.385714327,0.257142782,48,4.621923873
593,49,7,4,4.333333492,0.357142866,1.166666627,3,2.700000048,-0.295918362,0.095238047,-0.314285721,0.157142878,48,4.621923873
594,50,1,3,4.333333492,1.428571463,1.333333373,4.5,3.700000048,-0.109890092,0.314102599,1.861538474,1.223076949,68,24.62192387
595,50,2,2,4,0.857142866,1.333333373,2.5,5.300000191,-0.681318689,0.314102599,-0.138461526,2.823077092,68,24.62192387
596,50,3,3,6,1.428571463,1,4,3.5,-0.109890092,-0.019230774,1.361538474,1.023076901,68,24.62192387
597,50,4,2,5,2.142857075,1,3.799999952,3.599999905,0.60439552,-0.019230774,1.161538427,1.123076806,68,24.62192387
598,50,5,1.75,5,1.428571463,0.583333313,3.400000095,2.700000048,-0.109890092,-0.43589746,0.76153857,0.223076949,68,24.62192387
599,50,6,1.25,5.333333492,2.285714388,0.666666687,2.400000095,1,0.747252833,-0.352564087,-0.23846143,-1.476923099,68,24.62192387
600,50,7,1.75,5,1.428571463,0.666666687,2.099999905,1,-0.109890092,-0.352564087,-0.538461621,-1.476923099,68,24.62192387
601,50,8,1,2.666666746,0.428571433,1.666666627,1.299999952,3,-1.109890122,0.647435853,-1.338461573,0.523076901,68,24.62192387
